H,1,24-021623,23012025,,00000000,,1,,23012025,SELF,,23012025,07-DELHI,0,0,,0,,,,,,,,,S,,BXAJ,,YEELO HOMOEOPATHY,8478019973,,N 0.00 0.00 0 0.00 0   0.00#  0.00R0:0:0          YY1T  69130.72NAN  115580.00#N  0Y  45637.28 1NNMZ 114768.00      0.00      0.00      0.00N     0.00      0.00      0.00,ZYNYNGAYLN1N1INN1M,M ,2,SHOP.NO.03 BERKA ROAD DHUNELA SOHNA GURUGARM,,,0,0,,                    ,,,,,,,,,<MARGERP FORMAT>
T,007,SBL,0001089,,BIO.COMB.NO-21 25GMS,,,,00000000,,,5,0,115,,115,,0,,24,0,62,1761.12,4.76,998.88,49.94,0,0,G,,                    ,,,,,,MARG183,30049014,BIO.COMB.NO-21 25GMS,,0,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,0007224,,BIO.COMB.NO-20 25GMS,,,0,00000000,,,5,0,115,,115,,0,,6,0,62,440.28,4.76,249.72,12.48,0,0,G,,                    ,,,,,,MARG16240,30049014,BIO.COMB.NO-20 25GMS,,95,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,016492,,BIO.COMBI.NO-20 450/550GMS,,,,00000000,,,5,0,720,,720,,0,,3,0,62,1378.27,4.76,781.73,39.08,0,0,G,,                    ,,,,,,MARG1060706,30039014,BIO.COMBI.NO-20 450/550GMS,,0,0,0,0,,            E MY N #     720.00M1        0ALN,,,,
T,047,DR.WILLMAR SCHWABE (GERMANY),002097,,CINERARIA MARITIMA EYE DROP 10ML,,,215.00,00000000,,,12,0,215,,215,,0,,5,0,20,307.11,10.71,767.89,92.14,0,0,G,,                    ,,,,,,MARG1062948,30049014,CINERARIA MARITIMA EYE DROP 10,,190,0,0,0,,            E MY N #     215.00M1        0ALN,,,,
T,013,RW,0023449,,R.N. 01 TO 81 22 ML,,,285.00,00000000,,,12,0,285,,285,,0,,10,0,36,1221.35,10.71,1628.65,195.44,0,0,G,,                    ,,,,,,MARG15486,30049014,R.N. 01 TO 81 22 ML,,285,180,0,0,,            E MY N #     285.00M1        0ALN,,,,
T,007,SBL,0007336,,SBL BT.BIO TABS  3X TO 30X 25  GMS,,,105.00,00000000,,,5,105,105,,105,,0,,54,0,62,3617.96,4.76,2052.04,102.6,0,0,G,,                    ,,,,,,MARG16604,30049015,SBL BT.BIO TABS  3X TO 30X 25,,72.12,95,0,0,,            E MY N #     105.00M1        0ALN,,,,
T,007,SBL,0007336,,SBL BT.BIO TABS  3X TO 30X 25  GMS,,,110.00,00000000,,,5,110,110,,110,,0,,150,0,62,10528.45,4.76,5971.55,298.58,0,0,G,,                    ,,,,,,MARG16604,30049015,SBL BT.BIO TABS  3X TO 30X 25,,110,110,0,0,,            E MY N #     110.00M1        0ALN,,,,
T,007,SBL,0007336,,SBL BT.BIO TABS  3X TO 30X 25  GMS,,,115,00000000,,,5,110,115,,115,,0,,69,0,62,5063.23,4.76,2871.77,143.58,0,0,G,,                    ,,,,,,MARG16604,30049015,SBL BT.BIO TABS  3X TO 30X 25,,72.12,95,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,0007336,,SBL BT.BIO TABS  3X TO 30X 25  GMS,,,115.00,00000000,,,5,110,115,,115,,0,,12,0,62,880.56,4.76,499.44,24.98,0,0,G,,                    ,,,,,,MARG16604,30049015,SBL BT.BIO TABS  3X TO 30X 25,,72.12,115,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,0007336,,SBL BT.BIO TABS  3X TO 30X 25  GMS,,,115.00,00000000,,,5,110,115,,115,,0,,45,0,62,3302.11,4.76,1872.89,93.64,0,0,G,,                    ,,,,,,MARG16604,30049015,SBL BT.BIO TABS  3X TO 30X 25,,72.12,115,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,ZZZ000117,,SBL C.HAIR COLOUR BLACK 12PACKS 2 SCH,,,50.00,00000000,,,18,0,50,,50,,0,,12,0,43,310.16,15.25,289.84,52.18,0,0,G,,                    ,,,,,,MARG1094330,33059040,SBL C.HAIR COLOUR BLACK 12PACK,,50,0,0,0,,            E MY N #      50.00M1        0ALN,,,,
T,007,SBL,016944,,SBL C.JABORANDI ANTI DANDRUFF SHAMPOO 100ML,,,,00000000,,,18,0,130,,130,,0,,10,0,43,672,15.25,628,113.04,0,0,G,,                    ,,,,,,MARG1061672,33051090,SBL C.JABORANDI ANTI DANDRUFF,,0,0,0,0,,            E MY N #     130.00M1        0ALN,,,,
T,007,SBL,0007040,,SBL C.MONTANA H SHAMPOO 100ML,,,110.00,00000000,,,18,0,110,,110,,0,,10,0,43,568.62,15.25,531.38,95.64,0,0,G,,                    ,,,,,,MARG14090,33051090,SBL C.MONTANA H SHAMPOO 100ML,,75,0,0,0,,            E MY N #     110.00M1        0ALN,,,,
T,007,SBL,0007041,,SBL C.MONTANA H SHAMPOO 200ML,,,170.00,01092026,,,18,0,170,,170,,0,,10,0,43,878.77,15.25,821.23,147.82,0,0,G,,                    ,,,,,,MARG14091,33051090,SBL C.MONTANA H SHAMPOO 200ML,,130,0,0,0,,            E MY N #     170.00M1        0ALN,,,,
T,007,SBL,002546,,SBL C.MONTANA SHAMPOO WITH CONDITION 200ML,,,180.00,01082026,,,18,0,180,,180,,0,,5,0,43,465.23,15.25,434.77,78.26,0,0,G,,                    ,,,,,,MARG1083804,39233090,SBL C.MONTANA SHAMPOO WITH CON,,0,0,0,0,,            E MY N #     180.00M1        0ALN,,,,
T,007,SBL,002571,,SBL C.MONTANA SHAMPOO WITH CONDITION 100ML,,,115.00,01082026,,,18,0,115,,115,,0,,5,0,43,297.23,15.25,277.77,50,0,0,G,,                    ,,,,,,MARG1083831,33051090,SBL C.MONTANA SHAMPOO WITH CON,,0,0,0,0,,            E MY N #     115.00M1        0ALN,,,,
T,007,SBL,013241,,SBL TT  FERR PIC 6X 25GMS,,,,00000000,,,5,0,165,,175,,0,,4,0,58,395.99,4.76,264.01,13.2,0,0,G,,                    ,,,,,,MARG1045332,30049014,SBL TT  FERR PIC 6X 25GMS,,0,0,0,0,,            E MY N #     175.00M1        0ALN,,,,
T,007,SBL,013241,,SBL TT  FERR PIC 6X 25GMS,,,,00000000,,,5,0,150,,175,,0,,2,0,58,180,4.76,120,6,0,0,G,,                    ,,,,,,MARG1045332,30049014,SBL TT  FERR PIC 6X 25GMS,,0,0,0,0,,            E MY N #     175.00M1        0ALN,,,,
T,007,SBL,007494,,SBL TT. ACETANILIDUM 3X,,,175.00,00000000,,,5,0,175,,175,,0,,4,0,58,419.99,4.76,280.01,14,0,0,G,,                    ,,,,,,MARG1044457,30049014,SBL TT. ACETANILIDUM 3X,,0,0,0,0,,            E MY N #     175.00M1        0ALN,,,,
T,007,SBL,007494,,SBL TT. ACETANILIDUM 3X,,,175.00,00000000,,,5,0,175,,175,,0,,2,0,58,210,4.76,140,7,0,0,G,,                    ,,,,,,MARG1044457,30049014,SBL TT. ACETANILIDUM 3X,,0,0,0,0,,            E MY N #     175.00M1        0ALN,,,,
T,007,SBL,007495,,SBL TT. ANTIPYRINUM 2X,,,150.00,00000000,,,5,0,150,,150,,0,,2,0,58,180,4.76,120,6,0,0,G,,                    ,,,,,,MARG1044459,30049014,SBL TT. ANTIPYRINUM 2X,,0,0,0,0,,            E MY N #     150.00M1        0ALN,,,,
