H,1,GC10488,01102025,,00000000,,1,,01102025,,,01102025,24-GUJARAT,0,0,,0,,,,,,,,,S,,BVEV,,YEELO HOMOEOPATHY GURGAON,8527672265,06BUAPG3815Q1ZH,N 0.00 0.00 0 0.00 0   0.00#  0.00S0:0:0          NN1T 135414.66CAN  255734.32#Y  0Y 105341.34  N MZ 240756.00      0.00      0.00      0.00N     0.00      0.00      0.00,ZYNYNGAYPN1N1INN1M,M ,2,SHOP NO 3 KHEWAT NO.213 KHATONI NO 215,BERKA ROAD SHIV MANDIR DHUNELA SOHNA,GURUGRAM,0,0,,,,,,,,,,,<MARGERP FORMAT>
T,OHK,W S I  (PATENT),OO11549,,GOLIPID,30ML,,833805,00000000,,,5,0,206,,206.25,,0,,12,0,55,1412.55,4.76,1059.45,52.97,0,0,G,,,,,,,,MARG1126892,30049014,GOLIPID,30ML,0,0,0,0,,        0.00E MY N #     206.25M1        0APN,,,,
T,OHK,W S I  (PATENT),0002785,,NISSIKIND,10 GM,,833346,00000000,,,5,0,131,,131.25,,0,,6,0,55,449.14,4.76,336.86,16.84,0,0,G,,,,,,,,MARG2785,30049014,NISSIKIND,10 GM,0,0,0,0,,        0.00E MY N #     131.25M1        0APN,,,,
T,OHK,W S I  (PATENT),0002751,,MUNOSTIM,10GM,,843929,00000000,,,5,0,131,,131.25,,0,,6,0,55,449.14,4.76,336.86,16.84,0,0,G,,,,,,,,MARG2751,30049014,MUNOSTIM,10GM,0,0,0,0,,        0.00E MY N #     131.25M1        0APN,,,,
T,OHK,W S I  (PATENT),0003128,,CHAMODENT,10GM,,827251,00000000,,,5,0,131,,131.25,,0,,6,0,55,449.14,4.76,336.86,16.84,0,0,G,,,,,,,,MARG3128,30049014,CHAMODENT,10GM,0,0,0,0,,        0.00E MY N #     131.25M1        0APN,,,,
T,OHK,W S I  (PATENT),OO4184,,CALCIOKIND,10GM,,672827,00000000,,,5,0,117,,117.19,,0,,6,0,55,401.14,4.76,300.86,15.04,0,0,G,,,,,,,,MARG1068072,30049014,CALCIOKIND,10GM,0,0,0,0,,        0.00E MY N #     117.19M1        0APN,,,,
T,OHK,W S I  (PATENT),0002548,,ENUKIND,10GM,,860361,00000000,,,5,0,131,,131.25,,0,,6,0,55,449.14,4.76,336.86,16.84,0,0,G,,,,,,,,MARG2548,30049014,ENUKIND,10GM,0,0,0,0,,        0.00E MY N #     131.25M1        0APN,,,,
T,OHK,W S I  (PATENT),OO3196,,KINDIVAL,10GM,,755901,00000000,,,5,0,122,,121.88,,0,,6,0,55,418.28,4.76,313.72,15.69,0,0,G,,,,,,,,MARG1078970,30049014,KINDIVAL,10GM,0,0,0,0,,        0.00E MY N #     121.88M1        0APN,,,,
T,OHK,W S I  (PATENT),OO3630,,KINDIGEST,10GM,,756150,00000000,,,5,0,122,,121.88,,0,,6,0,55,418.28,4.76,313.72,15.69,0,0,G,,,,,,,,MARG1046676,30049014,KINDIGEST,10GM,0,0,0,0,,        0.00E MY N #     121.88M1        0APN,,,,
T,OHK,W S I  (PATENT),0002871,,COLIKIND,10GM,,790730,01092029,,,5,0,122,,112.5,,0,,6,0,55,418.28,4.76,313.72,15.69,0,0,G,,,,,,,,MARG2871,30049014,COLIKIND,10GM,0,0,0,0,,        0.00E MY N #     112.50M1        0APN,,,,
T,OHK,W S I  (PATENT),OO9377,,WILLFORT ANAEMIA DROP,30ML,,808877,00000000,,,5,0,131,,131.25,,0,,12,0,55,898.27,4.76,673.73,33.69,0,0,G,,,,,,,,MARG1122082,30049014,WILLFORT ANAEMIA DROP,30ML,0,0,0,0,,        0.00E MY N #     131.25M1        0APN,,,,
T,OHK,W S I  (PATENT),OO3159,,ALPHA NC,20GM,,794288,00000000,,,5,0,197,,196.88,,0,,12,0,55,1350.84,4.76,1013.16,50.66,0,0,G,,,,,,,,MARG1035983,30049014,ALPHA NC,20GM,0,0,0,0,,        0.00E MY N #     196.88M1        0APN,,,,
T,A012,B T,OO3716,,BT CLEANSING NEEM FACE WASH,60ML,,BCNL2505,00000000,,,18,0,80,,71.2,,0,,10,0,44,420.32,15.25,379.68,68.34,0,0,G,,,,,,,,MARG1047044,33049910,BT CLEANSING NEEM FACE WASH,60ML,0,0,0,0,,        0.00E MY N #      71.20M1        0APN,,,,
T,A012,B T,OO4333,,BT HAIR SERUM,,,BHS24001,00000000,,,18,0,490,,436.1,,0,,6,0,44,1544.68,15.25,1395.32,251.16,0,0,G,,,,,,,,MARG1125077,33059090,BT HAIR SERUM,,0,0,0,0,,        0.00E MY N #     436.10M1        0APN,,,,
T,A012,B T,OO3940,,BT ZAUBEROL OIL,,,BZOH2501,00000000,,,5,0,699,,698.65,,0,,5,0,44,1630.96,4.76,1864.04,93.2,0,0,G,,,,,,,,MARG1047405,33059011,BT ZAUBEROL OIL,,0,0,0,0,,        0.00E MY N #     698.65M1        0APN,,,,
T,OHW,W S I  (DILUTION),OO2263,,WSI PHYTOLACCA B.TAB,25GM,,851565,00000000,,,5,0,160,,160,,0,,12,0,55,1097.13,4.76,822.87,41.14,0,0,G,,,,,,,,MARG1034989,30049014,WSI PHYTOLACCA B.TAB,25GM,0,0,0,0,,        0.00E MY N #     160.00M1        0APN,,,,
T,OHK,W S I  (PATENT),OO4272,,ANEKIND,20GM,,739102,01022029,,,5,0,122,,117.19,,0,,6,0,55,418.28,4.76,313.72,15.69,0,0,G,,,,,,,,MARG1068480,30049014,ANEKIND,20GM,0,0,0,0,,        0.00E MY N #     117.19M1        0APN,,,,
T,OHK,W S I  (PATENT),0002267,,RINIKIND,10GM,,833688,00000000,,,5,0,131,,131.25,,0,,6,0,55,449.14,4.76,336.86,16.84,0,0,G,,,,,,,,MARG2267,30049014,RINIKIND,10GM,0,0,0,0,,        0.00E MY N #     131.25M1        0APN,,,,
T,OHK,W S I  (PATENT),0003206,,LUFFAKIND,10ML,,851877,00000000,,,5,0,131,,131.25,,0,,6,0,55,449.14,4.76,336.86,16.84,0,0,G,,,,,,,,MARG3206,30049014,LUFFAKIND,10ML,0,0,0,0,,        0.00E MY N #     131.25M1        0APN,,,,
T,OHJ,W S I  (M.T.),OO2722,,GUATTERIA GAUMERI Q,30ML,,875584,00000000,,,5,0,460,,460,,0,,5,0,55,1314.27,4.76,985.73,49.29,0,0,G,,,,,,,,MARG1103299,30049014,GUATTERIA GAUMERI Q,30ML,0,0,0,0,,        0.00E MY N #     460.00M1        0APN,,,,
T,OHK,W S I  (PATENT),OO11549,,GOLIPID,30ML,,833805,00000000,,,5,0,206,,206.25,,0,,2,0,55,235.43,4.76,176.57,8.83,0,0,G,,,,,,,,MARG1126892,30049014,GOLIPID,30ML,0,0,0,0,,        0.00E MY N #     206.25M1        0APN,,,,
T,OHJ,W S I  (M.T.),0002818,,BERBERIS VULGARIS Q,30ML,,852543,00000000,,,5,0,120,,120,,0,,6,0,55,411.42,4.76,308.58,15.43,0,0,G,,,,,,,,MARG2818,30049014,BERBERIS VULGARIS Q,30ML,0,0,0,0,,        0.00E MY N #     120.00M1        0APN,,,,
T,OHK,W S I  (PATENT),0002459,,KLIMAKTOLAN,10X10,,740891,01022029,,,5,0,202,,201.56,,0,,2,0,55,230.85,4.76,173.15,8.66,0,0,G,,,,,,,,MARG2459,30049014,KLIMAKTOLAN,10X10,0,0,0,0,,        0.00E MY N #     201.56M1        0APN,,,,
T,A09,BAKSON  (PATENT),OO3914,,B DROP  2,30ML,,BD164,00000000,,,5,0,188,,187.5,,0,,24,0,59,2750.14,4.76,1761.86,88.09,0,0,G,,,,,,,,MARG1047319,30049014,B DROP  2,30ML,0,0,0,0,,        0.00E MY N #     187.50M1        0APN,,,,
T,A09,BAKSON  (PATENT),0004820,,B DROP 22,30ML,,BD291,00000000,,,5,0,188,,187.5,,0,,12,0,59,1375.07,4.76,880.93,44.05,0,0,G,,,,,,,,MARG1046988,30049014,B DROP 22,30ML,0,0,0,0,,        0.00E MY N #     187.50M1        0APN,,,,
T,A09,BAKSON  (PATENT),0003195,,NASAL AID,10ML,,P008,00000000,,,5,0,98,,98.44,,0,,12,0,59,716.79,4.76,459.21,22.96,0,0,G,,,,,,,,MARG3195,30049014,NASAL AID,10ML,0,0,0,0,,        0.00E MY N #      98.44M1        0APN,,,,
T,A09,BAKSON  (PATENT),0002591,,RHEUM AID GEL,60GM,,O211,00000000,,,5,0,98,,98.44,,0,,12,0,59,716.79,4.76,459.21,22.96,0,0,G,,,,,,,,MARG2591,30049014,RHEUM AID GEL,60GM,0,0,0,0,,        0.00E MY N #      98.44M1        0APN,,,,
T,A08,BAKSON  (COSMETIC),0003842,,SUNNY LIP BALM,10GM,,C001,00000000,,,18,0,45,,44.5,,0,,24,0,45,576.58,15.25,503.42,90.62,0,0,G,,,,,,,,MARG1010943,33049910,SUNNY LIP BALM,10GM,0,0,0,0,,        0.00E MY N #      44.50M1        0APN,,,,
T,A09,BAKSON  (PATENT),0002124,,ALLER AID,200TAB,,556,00000000,,,5,0,469,,468.75,,0,,4,0,59,1143.45,4.76,732.55,36.63,0,0,G,,,,,,,,MARG2124,30049014,ALLER AID,200TAB,0,0,0,0,,        0.00E MY N #     468.75M1        0APN,,,,
T,A09,BAKSON  (PATENT),OO4390,,AESCULUS OINT,25GM,,O002,00000000,,,5,0,70,,70.31,,0,,2,0,59,85.33,4.76,54.67,2.73,0,0,G,,,,,,,,MARG1078939,30049014,AESCULUS OINT,25GM,0,0,0,0,,        0.00E MY N #      70.31M1        0APN,,,,
T,A08,BAKSON  (COSMETIC),0003265,,SUNNY DERM AID SOAP,75GM,,DA06,00000000,,,5,0,60,,48.95,,0,,6,0,45,171.42,4.76,188.58,9.43,0,0,G,,,,,,,,MARG3265,34011941,SUNNY DERM AID SOAP,75GM,0,0,0,0,,        0.00E MY N #      48.95M1        0APN,,,,
T,A09,BAKSON  (PATENT),0001983,,PILGO,75TAB,,PT057,00000000,,,5,0,202,,201.56,,0,,5,0,59,615.61,4.76,394.39,19.72,0,0,G,,,,,,,,MARG1983,30049014,PILGO,75TAB,0,0,0,0,,        0.00E MY N #     201.56M1        0APN,,,,
T,A09,BAKSON  (PATENT),0002005,,Y-LAX,75TAB,,PT124,00000000,,,5,0,202,,201.56,,0,,5,0,59,615.61,4.76,394.39,19.72,0,0,G,,,,,,,,MARG2005,30049014,Y-LAX,75TAB,0,0,0,0,,        0.00E MY N #     201.56M1        0APN,,,,
T,A09,BAKSON  (PATENT),0003237,,HITE AID,75TAB,,PT386,00000000,,,5,0,202,,201.56,,0,,5,0,59,615.61,4.76,394.39,19.72,0,0,G,,,,,,,,MARG3237,30049014,HITE AID,75TAB,0,0,0,0,,        0.00E MY N #     201.56M1        0APN,,,,
T,A09,BAKSON  (PATENT),OO3744,,B DROP  9,30ML,,BD0369,00000000,,,5,0,188,,187.5,,0,,5,0,59,572.95,4.76,367.05,18.35,0,0,G,,,,,,,,MARG1047113,30049014,B DROP  9,30ML,0,0,0,0,,        0.00E MY N #     187.50M1        0APN,,,,
T,A+2,DR. WILLMAR SCHWABE,0000157,,GASTROBIN DROPS,20ML,,890724,00000000,,,5,0,234,,234.38,,0,,6,0,40,601.7,4.76,802.3,40.12,0,0,G,,,,,,,,MARG157,30049014,GASTROBIN DROPS,20ML,0,0,0,0,,        0.00E MY N #     234.38M1        0APN,,,,
T,A060,RSBP,0003310,,MIGIN TAB,BOX,,512,00000000,,,5,0,145,,145.31,,0,,2,0,53,160.19,4.76,129.81,6.49,0,0,G,,,,,,,,MARG3310,30049014,MIGIN TAB,BOX,0,0,0,0,,        0.00E MY N #     145.31M1        0APN,,,,
